id,sentence,labels
2727,NATIONAL CONVENIENCE lt NCS TO HAVE 3RD QTR LOSS National Convenience Stores Inc expects report loss quarter March 31 continued poor sales Texas Houston In quarter National Convenience earned 788 000 dlrs cts share including gain 883 000 dlrs sale 186 stores operator It included earnings gasoline operations 500 000 dlrs 11 cts share caused unusually gross margins gasoline sales 12.7 cts gallon caused rapidly falling oil prices National Convenience quarter weak winter weather,"22,"
62,PDA ENGINEERING lt PDAS HALTS SOFTWARE SHIPMENTS PDA Engineering temporarily deferred shipmetns PATRAN software IBM computers technical program The company deferral reduce thrid quarter revenues earnings PDA anticipates resuming shipments fourth quarter,"22,"
5594,GENCORP lt GY NAMES FINANCIAL ADVISERS GenCorp Inc plans First Boston Corp Kidder Peabody Co financial advisers tender offer company General Partners GenCorp spokesman The spokesman response questions Reuters company comment 100 dlr share tender offer launched partners First Boston Kidder advisers GenCorp General Partners comprised investors Wagner Brown AFG Industries Inc glass manufacturer,"68,"
5361,MAJOR FARM GROUPS OPPOSE POLICY CHANGES Seven major farm unusual step releasing joint statement urging congressional leaders tinker existing farm law Following meetings House Agriculture Committee Chairman Kika de la Garza Tex Senate Agriculture Committee Chairman Patrick Leahy Vt issued statement lawmakers resist efforts overhaul 15 month law operating crop marketing The farm included American Farm Bureau Federation American Soybean Association National Cattlemen Association National Corn Growers Association National Cotton Council National Pork Producers Council Rice Producers Legislative Group The statement Congress modify 1985 farm bill law intended impact agriculture competitive export markets time maintaining farm income We American farmers predictability certainty farm legislation opportunity proper production marketing decisions,"51, 41, 43,"
2470,BEAR AUTOMOTIVE SERVICE lt BEAR 4TH QTR OPER NET Oper shr 18 cts 28 cts Oper net 076 000 441 000 Sales 22.6 mln 21.2 mln Avg shrs 970 000 080 000 Year Oper shr 55 cts 49 cts Oper net 007 000 521 000 Sales 82.9 mln 73.7 mln Avg shrs 429 000 484 000 Note Full company Bear Automotive Service Equipment Co Oper shr excludes extraordinary profit utilization tax loss carryforward 231 000 dlrs cts share 1.2 mln dlrs 22 cts share 1986 qtr 441 000 dlrs cts share 1.1 mln dlrs 23 cts share 1985 qtr 1985 oper net excludes loss cumulative change accounting principle 67 000 dlrs ct share,"22,"
1276,ALLIED SUPERMARKETS lt ASU FILES PROPOSED MERGER Allied Supermarkets Inc filed registration statement Securities Exchange Commission proposed merger lt The Vons Companies supermarket combination store operator Allied statement covers 140 mln dlrs senior subordinated discount debentures 100 mln dlrs subordinated debentures principal amounts proposed aggregate offering price 100 mln dlrs issue Drexel Burnham Lambert Inc Donaldson Lufkin Jenrette Securities Inc underwriters issues Allied expects offer June Allied,"19, 32, 14,"
6554,IRAN SAYS IT INTENDS NO THREAT TO GULF SHIPPING Iran reports intended threaten shipping Gulf baseless warned And countries interfere region Tehran radio monitored BBC quoted Foreign Ministry spokesman attempt interference met strong response Iran Moslems Defence Secretary Caspar Weinberger remarks unrelated broadcast Would shipping lanes Iranian anti ship missiles Gulf The State Department days ago Tehran told Concern Iranian anti ship missiles posed threat free flow oil Gulf Officials Iran Chinese anti ship Silkworm missiles pose threat merchant ships missiles The Iranian spokesman reports Iran intended attack ships misleading propaganda He Iraq President Saddam Hussein main tension Gulf Iran continue legitimate stem tension Weinberger television interview We prepared shipping freedom navigation vital waterway We disclosures discussions happen sympathetic listening carefully suggestions assistance keeping navigation free Weinberger warship movements Gulf unusual Navy battle led aircraft carrier Kitty Hawk northern Arabian Sea The Iranian spokesman quoted Tehran radio Was build military presence region,"46,"
6353,MONFORT OF COLORADO INC 2ND QTR SHR 1.03 DLRS VS 1.34 DLRS MONFORT OF COLORADO INC 2ND QTR SHR 1.03 DLRS VS 1.34 DLRS,"22,"
1379,TENDER LOVING lt TLCI STAFF lt STAF EXTEND PACT Tender Loving Care Health Care Services Inc Staff Buildiers Inc extended term merger agreement May 31 Tender Loving Care lt Norrell Corp agreed acquire additional Staff Builders shares September 30 adding Norrell paid 750 000 dlrs standstill arrangement Tender Loving Care agreed buy 610 000 Staff Builders common held Norrell 19.1 pct outstanding 950 000 dlrs prior consummation merger Tender Loving Care extended merger agreement continues provide exchange 1.6 shares Staff Builders share outstanding As announced February 26 Staff Builders shareholders meeting vote merger originally convened adjourned December 23 reconvened April 22 Tender Loving Care payment Norrell 950 000 dlrs cash mln dlrs series pct Tender Loving Care convertible preferred Tender Loving Care Staff Builders filed revised registration proxy statement Securities Exchange Commission Upon clearance revised proxy statement commission distribution Staff Builders shareholders company management continue solicit proxies approval merger Tender Loving Care power vote 15.8 pct Staff Builders shares adjourned meeting spokesman explaining represents proxies held Norrell started buying stock record meeting In addition Staff Builders officers directors 13.8 pct stock agreed vote favor merger Accordingly vote additional 37.1 pct outstanding shares required approve merger Tender Loving Care,"1,"
5596,DCNY CORP lt DCY HIKES QTLY DIVIDEND Discount Corp New York board directors increased quarterly cash dividend 20 cts share 15 cts share DCNY dividend payable April 15 1987 shareholders record April 1987 Since stock split May 1985 corpoartion customarily declared 15 cnt share dividends quarters final fourth quarter dividend based total earnings As announced DCNY board recommended common stock split shareholders If split approved May 13 annual meeting quarterly dividend rate adjusted 10 cts share DCNY,"22,"
1138,EMERY AIR lt EAF TO BID FOR PUROLATOR lt PCC Emery Air Freight Corp plans tomorrow 40 dlr share tender offer 83 pct outstanding common stock Purolator Courier Corp The company tender offer step plan buy 100 pct Purolator shares Following tender offer Emery offer 40 dlrs junior subordinated debentures remaining Purolator share outstanding On March Purolator agreed 35 dlr share leveraged buyout Purolator executives EF Hutton LBO Inc unit EF Hutton Group Inc Emery unsuccessfully merger discussions Purolator company accepted management led buyout offer In letter Purolator chairman Nicholas Brady Emery chairman John Emery company prefer negotiate Purolator But imminent expiration leveraged buyout offer forced company unsolicited tender offer Emery offer scheduled expire 2400 EST April 28 extended The company conditions offer receipt thirds Purolator shares outstanding diluted basis repeal share purchase rights plan Emery offer subject completion announced sale Purolator Canadian operations Emery Chemical Bank Bankers Trust Morgan Guaranty Trust Co Salomon Bros agreed provide financing tender offer It junior subordinated debentures issued subsequent merger carry 13 pct annual rate payable For notes issued paid Emery option cash additional notes Emery It notes subject redemption issued Emery Purolator operate wholly owned unit company merger It hoped Purolator management continue company We companies provide excellent fit combination enable serve existing customers meet challenges future Emery chairman letter He merger enhance financial turnaround Purolator management forecast Officials Purolator reached comment offer released hours stock market closed Emery stock closed 12 Purolator closed 34,"48, 80, 88,"
6672,RAVEN INDUSTRIES INC lt RAV 4TH QTR JAN 31 NET Shr profit cts loss cts Net profit 101 000 loss 142 000 Sales 12.6 mln 736 000 Year Shr profit 1.34 dlrs profit 1.02 dlrs Net profit 122 000 profit 611 000 Sales 52.3 mln 41.9 mln,"21, 34, 72,"
4239,VOLCKER SAYS FED REMAINS CONCERNED ABOUT THE POSSIBILITY OF RENEWED INFLATION VOLCKER SAYS FED REMAINS CONCERNED ABOUT THE POSSIBILITY OF RENEWED INFLATION,"85, 38, 23,"
3572,Ultramar 1986 net loss 62.1 mln stg 71.6 mln profit Ultramar 1986 net loss 62.1 mln stg 71.6 mln profit,"44, 61,"
5901,STUARTS DEPARTMENT STORES lt STUS 4TH QTR NET Ended Jan 31 Shr ct 31 cts Net 29 000 350 000 Revs 43.7 mln 32.4 mln Year Shr 29 cts 62 cts Net 251 000 520 000 Revs 129.9 mln 96.1 mln NOTE Full Stuarts Department Stores Inc,"56, 84, 13,"
4296,SOUTHLAND lt SLC UNIT RAISES CRUDE POSTINGS Southland Corp Citgo Petroleum Corp raised contract price pay crude oil 50 cts barrel effective The increase bring Citgo posted price West Texas Intermediate West Texas Sour grades 17.50 dlrs barrel The Light Louisiana Sweet South Onshore grade raised 50 cts 17.85 dlrs barrel Light Louisiana Sweet North increased 17.75 dlrs barrel Citgo changed postings March,"18,"
4206,EQK REALTY INVESTORS lt EKR SETS PAYOUT Qtrly div 41.5 cts 41.5 cts prior Pay July 29 Record June 15,"22,"
3497,GENERAL CINEMA CORP 1ST QTR OPER SHR 43 CTS VS 47 CTS GENERAL CINEMA CORP 1ST QTR OPER SHR 43 CTS VS 47 CTS,"22,"
242,JAPAN CONSUMER PRICES UNCHANGED IN FEBRUARY Japan consumer price base 1985 unchanged 99.7 February month earlier government Management Coodination Agency The 0.4 pct drop January The February pct earlier consecutive drop In January fell 1.1 pct earlier drop pct 1.3 pct drop September 1958,"15,"
4623,NO HEAVY COFFEE EXPORT IMPLIED COLOMBIA OFFICIAL decision Colombia coffee export registrations unlimited amount imply country heavily sell coffee withheld Gilberto Arango president private exporters association told Reuters Colombia export registrations april National Coffee Growers Federation setting limit Since start coffee october private exporters average allowed 350 000 bags 60 kilos month Traders initially interpret measure announcing heavy sales Even pressured market But apparent Colombia intend top Arango interview Colombia marketing policy sell haste consistently No targets volume set We react market factors adequately Colombia intention coffee Arango measures yesterday including lower export registration price major change Colombia coffee marketing policy The export registration price reintegro lowered 1.10 dlr lb dock york 155.83 dlrs bag 70 kilos 1.35 dlrs 194.33 dlrs The government announced flexible policy reintegro closely reflect market trends arango warmly welcomed private exporters undoubtedly actively market frequent gap international market prices reintegro recur,"10,"
5765,DIVISION SEEN ON HOW TO HELP OIL INDUSTRY The Congress oil industry deeply divided government assist industry hurt sharp fall oil prices subsequent growth oil imports industry analysts The industry deeply divided support oil tariff tax incentives Daniel Yergin director Cambridge Energy Research Associates completed survey Congress energy issues Yergin mounting support Congress tax incentives oil tariff import fee Today Energy Secretary John Herington propose tax incentives increase edomestic oil natural gas exploration production Reagan Administration consideration White House spokesman Marlin Fitzwater proposal reviewed Herrington shoot mln barrels day addition production oil output 8.4 mln bpd week March 13 pct American Petroleum Institute Oil industry analysts forecast oil prices average 18 dlrs barrel move level unlikey term Paul Mlotok oil analyst Salomon Brothers Inc rise prices week ve altered average price scenerio 17.50 dlrs Analysts price renewed drilling exploration reverse decline crude oil output companies waiting stable prices 20 dlrs renew exploration John Lichtblau president Petroleum Industry Research Foundation Inc New york testimony Congress The continuing decline oil production virtually inevitable realistic price scenario But future rate decline function oil prices government policy Lichtbalu tax breaks raise oil production time Lowering producing industry tax burden slower stimulant output price increase raise energy costs Lichtblau But independent oil companies drilling relief brought oil import fee Ronald Tappmeyer president International Association Drilling Contractors The trade asssociation convinced variable oil import fee sets minimum price trigger protect nation The association represents 300 drilling oil service companies The CERA survey Congress oil import fee stiff uphill battle Yergin poll conducted January Congressman Orval Hansen support oil import fee 22 pct Congressmen surveyed protecting domestic petroleum industry At time 48 pct Congressmen surveyed opposed fee respondents tariff hurt consumers regional But 80 pct sample support fee grow production continued fall imports rise Yergin imports 50 pct requirements critical symbolic level If imports move level fee legislated pressure form action But Lichtblau telephone interview 50 pct rate import dependency happen 1990 In 1986 oil imports rose 33 pct energy requirements shopuld 34 pct 1987,"90, 45, 25,"
1967,CYACQ TERMINATES TENDER FOR CYLCOPS lt CLY CYACQ Corp terminated February tender offer Cyclops Corp CYACQ unsuccessfully bid Dixons Group Plc control Cyclops As March 27 Dixons Group Plc acquired 80 pct stock increased tender offer,"1,"
4111,RPT INSITUFORM OF NORTH AMERICA INC lt INSUA NET 4th qtr Shr cts cts Net 658 159 299 930 Revs 770 341 614 224 Avg shrs 382 802 747 442 Year Oper shr 33 cts 18 cts Oper net 287 179 045 799 Revs 13.1 mln 577 853 Avg shrs 874 505 951 612 NOTE 1985 net excludes 131 000 dlr tax credit,"58, 90,"
1761,ALTEX lt AII SETS ACQUISITION OF COMPUTER FIRMS Altex Industries Inc agreed principle buy 82 pct privately held affiliated computer retail companies undisclosed amount Altex Denver based companies revenues mln dlrs They Integrated Management Data Systems Inc sells accounting software systems oil gas industry Integrated Management Systems Micro Distribution Division Inc distributes micro computer products Altex expects close transaction subject financing July,"73, 36,"
476,MANNESMANN BUYS INDIRECT MAJORITY STAKE IN SACHS Mannesmann AG lt MMWG reached series agreements indirect majority stake lt Fichtel und Sachs AG car The takeover contingent approval Federal Cartel Office West Berlin spokesman adding Mannesmann confident authorities block purchase Mannesmann buying 75 pct lt MEC Sachs Vermoegensholding owns 37.5 pct Sachs AG holds 96.5 pct Fichtel und Sachs The MEC shares bought granddaughters firm founder Mannesmann purchasing 25.01 pct stake Fichtel und Sachs Commerzbank AG lt CBKG option buy bank remaining 10 pct stake company statement In addition firm agreements Mannesmann talking owned steel Salzgitter AG lt SALG buying 24.98 pct stake Fichtel und Sachs This Mannesmann 75 pct Fichtel und Sachs Salzgitter decided original plans seek majority stake Sachs holding talks government Bonn Earlier month Mannesmann disclosed majority stake Sachs seeking buy minority holding company annual turnover 2.2 billion marks employs 17 000 The acquisition Mannesmann efforts diversify technology previous reliance steel pipe More spokesman Federal Statistics Office anti cartel authorities rule takeover weeks,"1,"
2348,SWIFT ENERGY CO lt SFY 4TH QTR NET Shr 12 cts cts Net 485 866 316 193 Revs 741 508 440 154 Year Shr 28 cts 20 cts Net 108 314 778 197 Revs 073 178 687 160,"22,"
343,TALKING POINT GOLD The price gold bullion share prices North American gold stocks benefiting continued weakness dollar analysts There tug war currency speculators central banks dollar game speculators John Ing Maison Placements Canada Inc The dollar remained close post World War II lows Japanese yen buying central banks including Federal Reserve dealers drop dollar uncertainty gold traditional hedge uncertainty Ing Another analyst Richard Cohen Brown Baldwin Nisker Ltd lot foreign investors holding dollars If losing money move gold dollar decline inflationary implications Ing adding Maison Placements inflation rising pct annual rate current level pct Ing predicts gold peak 510 dlrs current level 416 dlrs ounce Cohen average price 425 dlrs analyst Michael Pickens Yorkton Securities average 450 dlrs spike 500 dlrs However gold stocks Canada risen faster months price metal causing concern analysts correction lies future But analysts sign buying pressure slowing The stocks incredible Cohen On markets ASA Ltd lt ASA rose 61 Campbell Red Lake Mines lt CRK Newmont Gold lt NGC increased 31 The Toronto Stock Exchange gold 268 8067.90 Hemlo Gold gained 26 LAC Minerals 41 Placer Development rose 43 Lacana Mining gained 18 Ing TSE gold gained 51 pct December 31 1986 price bullion increased pct Canadian golds top performing In money chasing stocks Pickens And investing institutions pension funds insurance companies excess cash Cohen silver price break dlrs ounce investors entering precious metals market expects ratio gold silver prices narrow,"50, 89,"
2131,CAROLYN BEAN lt CBEN COMPLETES ACQUISITION Carolyn Bean Publishing Ltd completed acquisition greeting card company Millen Cards sales 500 000 dlrs 1986 undisclosed terms The company 90 pct Millen cards sold northeast mid Atlantic Bean expects increase sales 500 000 dlrs distributing nationally Millen specializes Jewish religious cards sells traditional greeting cards,"74, 56,"
2837,ANITEC IMAGE TECHNOLOGY CORP lt ANTC SETS PAYOUT Qtly div cts cts prior Pay April 10 Record March 27,"65, 51,"
3194,TAFT lt TFB BIDDERS WOULD SELL ENTERTAINMENT UNIT proposed buyout Taft Broadcasting Co Dudley Taft investors includes plan sell company Entertainment Group investors Jonathan Nelson managing director Narragansett Capital Corp lt NARR participating buyout plan declined buyers lined Entertainment Group We selling Nelson Wall Street analysts Hollywood film studios Taft Broadcasting Co comment 145 dlr share offer Taft 9.2 mln shares outstanding 12 pct owned Taft Ingalls families Dudley Taft relinquished title president July continues vice chairman company Taft Narragansett requsted response proposal March 12 If plan accepted Taft private company financed yield bonds bank debt Nelson Narragansett investment management company specializing leveraged buyout transactions Taft shares climbed 19 151 causing arbitrageurs investors bidders raise price Robert Bass controls 25 pct stock American Financial Corp holder 15 pct return telephohe calls seeking comment But Dennis McAlpine analyst Oppenheimer Co don worth 150 dlrs He Taft agreed sell independent television stations loss He entertainment includes Hanna Barbara animation studios hampered glut animated product Taft Broadcasting commented reports major stockholders met break company MacAlpine lots options reshaping company distribution pieces major shareholders possibilities Analyst Alan Gottesman Rothschild Unterberg Towbin Inc Bass increasing stake belief company worth change strategy He Bass pushed sale independent television stations company paid,"1,"
3560,KAUFHOF CONSIDERING TAKING STAKE IN HAPAG LLOYD West German retail Kaufhof AG lt KFHG stake shipping transport Hapag Lloyd AG lt HPLG reach final decision spokesman response queries Press reports Kaufhof stake 12.5 pct Hapag Lloyd The Kaufhof spokesman decision purchasing shares shipping approved supervisory board hold meeting tomorrow Late Gevaert Belgium West Germany VEBA AG lt VEBG acquired 12.5 pct stake Hapag Lloyd Deutsche Bank AG lt DBKG Dresdner Bank AG lt DRSD Industry sources estimate Deutsche Dresdner Hapag Lloyd majority shareholders held 75 pct Hapag Lloyd share capital selling portions Gevaert VEBA The banks eventually reduce stake shipping 15 pct,"1,"
2451,STERLING IN TEXAS GAS AND OIL DISCOVERY lt Sterling Investment Group drilled completed development 65 miles southwest Houston Texas The choke 11 64 inch 10 097 feet deep The initially tested maximum daily flow rate mln cubic feet gas 304 barrels condensate Participants Sterling Trafalgar House Ltd lt Texstar NOrth America Inc,"18,50,"
624,OHIO MATTRESS lt OMT IN ACQUISITION SETTLEMENT Ohio Mattress Co itr executed definitive agreement acquire Sealy Mattress Co Michigan Inc Detroit licensee Ohio Mattress 82 pct owned Sealy Inc subsidiary transaction involves settlement Sealy Michigan Sealy The company completion acquisition Sealy stock owned Michigan Sealy redeemed raising Ohio Mattress Sealy 93 pct Michigan Sealy litigation Sealy alleging violations antitrust laws Sealy liable 45 mln dlrs damages Michigan Sealy Under acquisition agreement company Sealy enter cash settlement litigation Michigan Sealy The company shareholders Michigan Sealy receive total 48.6 mln dlrs subject adjustment acquisition settlement subject regulatory approvals Michigan Sealy sales 12.5 mln dlrs 1986,"74, 9, 79,"
5645,RELIABLE LIFE INSURANCE CO lt RLIFA UPS DIVIDENDS Qtly div Class 27.5 cts 26.4 cts prior Qtly div Class 2.5 cts 2.4 cts prior Pay June One Record May One,"22,"
1608,GERMAN MARCH COST OF LIVING DATA CONFIRMED The cost living unchanged March compared February stood 0.2 pct lower month 1986 Federal Statistics Office This confirms provisional figures released month In February cost living West Germany rose 0.1 pct January stand 0.5 pct lower February 1986,"64,"
1646,SHELDAHL INC lt SHEL 2ND QTR FEB 28 NET Shr 24 cts cts Net 663 000 109 000 Sales 20.5 mln 13.9 mln Six mths Shr 48 cts cts Net 311 000 255 000 Sales 43.2 mln 30.0 mln Avg shrs 719 205 804 048,"33,"
994,ELSINORE CORP lt ELX YEAR LOSS Shr loss 4.05 dlrs loss 2.47 dlrs Net loss 39 598 000 loss 24 152 000 Revs 96.0 mln 87.9 mln Note Current figures 7.2 mln dlr provision anticipated loss note receivable 25.4 mln dlr writedown asset carrying 8.5 mln dlr provision future operating losses Elsinore Shore Associates Prior figures 10.5 mln dlr provision future losses Elsinore Shore Associates,"6,"
5077,HONGKONG BANK SAYS CLOSE TO DEAL ON PROPERTY SALE Hongkong Shanghai Banking Corp lt HKBH HK close deal sale commercial building Hong Kong Mongkok business district bank spokesman He 21 storey Wayfoong Plaza sold 280 mln Dlrs declined identify buyer The spokesman details,"57,"
3258,NATIONAL WESTMINSTER BANK SAYS IT CUTTING BASE LENDING RATE TO 10.5 PCT FROM 11 PCT NATIONAL WESTMINSTER BANK SAYS IT CUTTING BASE LENDING RATE TO 10.5 PCT FROM 11 PCT,"35,"
406,ARAB FOREX ASSOCIATION ELECTS NEW CHAIRMAN The Inter Arab Cambist Association ICA elected Abdullah al Dakhil Kuwait Burgan Bank chairman succeeding Hani Ramadan Beirut Riyad Bank term ICA officials The annual meeting elected Vice Chairmen -- Ezzedine Saidane Banque Internationale Arabe de Tunis Mohammed Osman Societe Bancaire du Liban Walid Nasouli Morgan Guaranty Trust Co New York Ibrahim Buhindi Saudi National Commercial Bank Bahrain Imad Bata Finance Credit Corp Jordan elected Secretary Treasurer,"47,"
3507,NEWS CORP lt NWS COMPLETES PURCHASE OF NEWSPAPER The News Corp South China Morning Post Ltd Hong Kong wholly owned subsidiary March announced,"1,"
2959,SANTA FE SOUTHERN PACIFIC APPEALS MERGER RULING Santa Fe Southern Pacific Corp formally Interstate Commerce Commission ICC reconsider earlier rejection merger holding company railroad assets company spokesman We expect file papers late tonight ICC reopen rail merger spokesman Rich Hall telephone interview company Chicago headquarters The ICC rejected July grounds reduce competition merger Santa Fe Southern Pacific Railroads The deadline seeking ICC reconsideration merger plan midnight tonight,"1,"
3212,DOT DISMISSES TWA lt TWA USAIR lt APPLICATION The Department Transportation DOT dismissed technical grounds application Trans World Airlines Inc DOT approval control USAir Group The DOT TWA free refile application control met agency procedural requirements The DOT acted shortly Department Justice disclosed supported dismissal TWA application It impact denial TWA bid USAir In control application TWA acknowledged additional documentation required meet DOT rules file material morning March But DOT wait We determined dismiss TWA application approval acquisition USAir issued late Friday TWA application fails comply filing requirements regulations ... TWA provided reason accept deficient filing Accordingly dismiss application TWA refile comply procedural rules DOT The agency continue separate TWA request federal clearance purchase USAir stock voting trust USAir earlier DOT dismiss TWA control application grounds TWA filing meet DOT requirements,"1,"
4112,FED SAYS IT SETS TWO BILLION DLRS OF CUSTOMER REPURCHASE AGREEMENTS FED SAYS IT SETS TWO BILLION DLRS OF CUSTOMER REPURCHASE AGREEMENTS,"47,"
6796,BRUNSWICK lt BC SEES HIGHER 1987 FIRST QUARTER Brunswick Corp expects 1987 quarter sales dramatically profits chairman president Jack Reichert securities analysts meeting He declined specific In 1986 quarter Brunswick reported earnings 23.8 mln dlrs 57 cts share sales 396.7 mln dlrs Reichart newly acquired boat manufacturing companies included company quarter report Brunswick expects recreation centers benefit increased attention sport bowling acceptance 1988 Summer Olympics bowling exhibition sport medal sport 1991 Pan American Games He field testing bowling concept involving electronic features readied test marketing summer successful materially benefit operations Brunswick test marketing California health club facility adjoining bowling center Turning defense operations Reichert expects division receive contracts future At 1986 Brunswick defense contract backlog stood 425 mln dlrs Frederick Florjancic vice president finance told analysts Brunswick disappointed credit rating services downgraded company debt stood 665.4 mln dlrs 1986 We confident service debt bring term based strong cash flow Brunswick expanded boat operations Florjancic Shareholders company April 27 annual shareholders meeting approve increase authorized common shares outstanding 200 mln 100 mln shares company spokesman,"22,"
2431,GENOVA INC lt GNVA 1ST QTR DEC 27 NET Oper shr profit cts loss cts Oper net profit 151 448 loss 170 709 Sales 11.5 mln 581 406 NOTE Prior net includes 123 650 dlr tax credit excludes 52 409 dlr gain debt retirement,"22,"
6190,RAINBOW AND EQUITICORP PLACE ULTRAMAR STAKE New Zealand investment companies lt Rainbow Corp Ltd lt Equiticorp Holdings Ltd majority joint shareholding oil gas conglomerate Ultramar PLC lt UMAR prices 2.20 stg share companies statement The companies bought 4.9 pct stake Ultramar total 50 mln Dlrs joint venture company formed purpose October They joint venture profit 15 mln Dlrs deal shares sold No details sale,"1,"
216,TRADE SURPLUS WILL POSE ADDED PRESSURES FOR JAPAN Japan announced mammoth monthly trade surplus economists intensify mounting pressure country action The reason furious Japan moving Jardine Fleming Securities Ltd economist Eric Rasmussen The Finance Ministry trade surplus soared 8.14 billion dlrs February 5.7 billion January 4.77 billion ago The current account surplus includes trade services climbed 7.38 billion dlrs month 4.95 billion January 3.89 billion ago After adjusted seasonal fluctuations figures bit On basis trade surplus declined February 9.16 billion dlrs record 9.58 billion January In medium term expect modest improvement continue pace progress slow ward protectionism yen strength William Stirling economist Merrill Lynch Japan Inc strong yen Japanese expensive markets imports country cheaper On seasonally adjusted basis progress exports Jardine Rasmussen But imports picking Japanese economy remains sluggish Finance Ministry officials blamed month slower import growth decline oil imports refiners stocks built January The officials comfort decline volume exports month unexpected increase January This effects rise yen Dollar finally impact exports But economists warned Japan trading partners,"4,85,"
5351,NORSTAR lt NOR TO BUY CALLICOON BANK Norstar Bancorp reached agreement principle buy United National Bank Callicoon stock exchange valued 20 mln dlrs Under terms agreement Norstar buy 201 660 shares United common stock rate Norstar shares United share With assets 90 mln dlrs United branches upstate New York cities Norstar Bank Hudson Valley Norstar 11.1 billion dlr multibank financial services company,"1,"
6322,NESTLE SA lt NESZ YEAR 1986 Div 145 Swiss francs share 29 francs participation certificate unchanged Net 1.79 billion 1.75 billion Shr 526 515 Turnover 38.05 billion 42.23 billion Addition reserves 170 mln 95 mln,"22,"
1896,ADM GRAIN ELEVATOR EXPLODES IN BURLINGTON IOWA grain elevator Burlington Iowa exploded leaving injured The elevator operated Archer Daniels Midland Co Decatur Ill terminal elevator Mississippi River Doug Snyder assistant vice president The explosion extent damage elevator immediatley,"66, 23, 6,"
4883,TAB PRODUCTS CO lt TBP 3RD QTR FEB 28 NET Shr 27 cts 22 cts Net 866 000 476 000 Revs 33.0 mln 30.3 mln Nine Mths Shr 71 cts 57 cts Net 828 000 857 000 Revs 92.0 mln 89.0 mln,"84, 35, 77,"
2120,BRAZILIAN COFFEE RAINFALL THE FOLLOWING RAINFALL WAS RECORDED IN THE AREAS OVER THE PAST 24 HOURS PARANA STATE UMUARAMA NIL PARANAVAI NIL LONDRINA NIL MARINGA NIL SAO PAULO STATE PRESIDENTE PRUDENTE NIL VOTUPORANGA NIL FRANCA NIL CATANDUVA NIL SAO CARLOS NIL SAO SIMAO NIL MINAS GERAIS STATE GUAXUPE 33.0 MILLIMETRES TRES PONTAS 5.0 MM REUTER,"23,"
4382,BANK OF JAPAN CALLS FOR LONG TERM EFFORTS ON TRADE The short term foreign exchange rate movements correcting international trade imbalances appears waning term efforts required cut Japan chronic dependence external demand Bank Japan monthly report Japan trade surplus nominal terms remain future central bank Fundamental adjustments Japan hopes benefit international allocation resources maintain free trade system,"85,"
2118,FLORIDA COMMERCIAL BANKS INC lt FLBK QTLY DIV Qtly div 14 cts 14 cts prior Payable March 31 Record March 16,"77,"
5343,ACADEMY INSURANCE GROUP INC lt ACIG 4TH QTR NET Shr profit cts loss 1.05 dlrs Net profit 666 000 loss 18 306 000 Revs 29.1 mln 28.3 mln Avg shrs 69.1 mln 17.5 mln Year Shr loss 21 cts loss 2.72 dlrs Net loss 571 000 loss 45 517 000 Revs 117.4 mln 123.3 mln Avg shrs 35.4 mln 16.7 mln NOTE Results losses nil 473 000 dlrs cts share quarter 921 000 dlrss cts share 137 000 dlrs cts share discontinued operations,"22,"
2840,INDONESIAN AGRICULTURE GROWTH EXPECTED TO SLOW Indonesia agriculture sector grow 1.0 pct calendar 1987 estimated 2.4 pct 1986 production commodities stagnates declines Embassy report Production Indonesia staple food rice forecast fall 26.3 mln tonnes embassy estimate 26.58 mln tonnes 1986 annual report Indonesia agricultural performance The government officially estimates 1986 rice production 26.7 mln tonnes forecast 27.3 mln tonnes output 1987 The report wheat imports fall 1.5 mln tonnes calendar 1987 1.69 mln tonnes 1986 drawdown stocks Growth prospects agriculture 1987 promising rice production forecast decline production sugarcane rubber copra gain report The modest increase expected gains production corn soybeans palm oil palm kernels Constraints increases agricultural output shortage disease resistant seeds limited fertile land insect pests reluctance farmers shift rice production crops report underlines The fall rice production caused outbreak pests wereng brown plant hoppers 1986 offset gains yields The outbreak forced government ban 57 insecticides rice believed wereng resistant varieties lower yielding resistant rice types The government depending increased production export commodities coffee tea rubber plywood palm oil offset revenue losses brought falling crude oil prices Palm oil production expected increase 7.0 pct 1987 1.45 mln tonnes 1.35 mln exports rising estimated 720 000 tonnes 695 000 tonnes 1986 report But production soybeans 1987 88 Oct Sept rise 1.075 mln tonnes 980 000 1986 87 imports rise supply soybean crushing plant The report imports wheat soybeans soybean meal cotton decline result September 31 pct devaluation rupiah rise domestic demand The report Indonesia economic performance calendar 1986 slight negative growth rate lowest rate growth mid 1960s It compares 1.9 pct growth 1985 6.7 pct 1984 The dramatic fall oil prices responsible slump,"17, 79, 19,"
3336,HAS TO MIDNIGHT TO SET ORANGE JUICE DUTIES decision final dumping duties frozen orange juice Brazil issued tomorrow Commerce Department officials They department midnight tonight set duty finding public tomorrow preliminary duty 8.54 pct set Oct 17 The final duty based detailed officials,"56,"
